,time_per_epoch,loss,val_loss,lr,training_time,test_time,iou
0,54.312302,0.703433,0.774464,0.001000,7155.336170,1.732315,0.723885
1,47.991618,0.568569,0.742274,0.010000,7155.336170,1.732315,0.723885
2,46.363617,0.414513,0.375449,0.010000,7155.336170,1.732315,0.723885
3,47.317508,0.335135,0.629984,0.010000,7155.336170,1.732315,0.723885
4,48.029367,0.285709,0.800843,0.010000,7155.336170,1.732315,0.723885
5,47.029094,0.247740,0.682355,0.010000,7155.336170,1.732315,0.723885
6,48.624656,0.229701,0.524173,0.010000,7155.336170,1.732315,0.723885
7,47.006712,0.211772,0.520291,0.010000,7155.336170,1.732315,0.723885
8,47.686011,0.200217,0.481599,0.010000,7155.336170,1.732315,0.723885
9,46.142924,0.185936,0.314812,0.010000,7155.336170,1.732315,0.723885
10,48.033181,0.171229,0.253209,0.010000,7155.336170,1.732315,0.723885
11,48.380570,0.153308,0.226588,0.010000,7155.336170,1.732315,0.723885
12,47.356071,0.143309,0.481417,0.010000,7155.336170,1.732315,0.723885
13,49.473764,0.148240,0.323239,0.010000,7155.336170,1.732315,0.723885
14,46.790247,0.138323,0.265237,0.010000,7155.336170,1.732315,0.723885
15,46.540340,0.132691,2.201008,0.010000,7155.336170,1.732315,0.723885
16,47.122492,0.133352,4.187025,0.010000,7155.336170,1.732315,0.723885
17,46.716285,0.124691,0.321158,0.010000,7155.336170,1.732315,0.723885
18,47.253198,0.117095,0.263213,0.010000,7155.336170,1.732315,0.723885
19,47.018022,0.112249,0.294257,0.010000,7155.336170,1.732315,0.723885
20,49.656871,0.113782,0.264190,0.010000,7155.336170,1.732315,0.723885
21,47.322412,0.114705,0.311951,0.010000,7155.336170,1.732315,0.723885
22,47.034486,0.102766,0.287703,0.010000,7155.336170,1.732315,0.723885
23,47.682389,0.097559,0.360455,0.010000,7155.336170,1.732315,0.723885
24,47.645249,0.092019,0.176021,0.010000,7155.336170,1.732315,0.723885
25,47.320784,0.090125,0.390826,0.010000,7155.336170,1.732315,0.723885
26,48.678747,0.088755,0.174086,0.010000,7155.336170,1.732315,0.723885
27,47.055323,0.084260,0.257633,0.010000,7155.336170,1.732315,0.723885
28,48.939148,0.084665,0.174807,0.010000,7155.336170,1.732315,0.723885
29,48.426554,0.079119,0.208828,0.010000,7155.336170,1.732315,0.723885
30,48.234159,0.076263,0.165743,0.010000,7155.336170,1.732315,0.723885
31,47.602274,0.071269,0.153027,0.010000,7155.336170,1.732315,0.723885
32,46.136435,0.068844,0.154820,0.010000,7155.336170,1.732315,0.723885
33,48.490777,0.071897,0.167670,0.010000,7155.336170,1.732315,0.723885
34,47.534667,0.067162,0.260970,0.010000,7155.336170,1.732315,0.723885
35,48.281584,0.063867,0.245555,0.010000,7155.336170,1.732315,0.723885
36,46.905082,0.062177,0.145176,0.010000,7155.336170,1.732315,0.723885
37,48.668978,0.061900,0.349455,0.010000,7155.336170,1.732315,0.723885
38,48.060578,0.059461,0.820904,0.010000,7155.336170,1.732315,0.723885
39,44.757574,0.056004,2.646837,0.010000,7155.336170,1.732315,0.723885
40,49.613328,0.054187,1.857404,0.010000,7155.336170,1.732315,0.723885
41,47.703014,0.051784,0.538466,0.010000,7155.336170,1.732315,0.723885
42,47.973621,0.050419,0.197325,0.010000,7155.336170,1.732315,0.723885
43,47.470448,0.047258,0.160209,0.010000,7155.336170,1.732315,0.723885
44,47.407060,0.045869,0.196471,0.010000,7155.336170,1.732315,0.723885
45,47.752830,0.044043,0.232587,0.010000,7155.336170,1.732315,0.723885
46,48.591483,0.047000,0.354085,0.010000,7155.336170,1.732315,0.723885
47,49.282502,0.047898,0.228702,0.010000,7155.336170,1.732315,0.723885
48,47.199326,0.043148,0.226646,0.010000,7155.336170,1.732315,0.723885
49,46.726134,0.042038,0.188135,0.010000,7155.336170,1.732315,0.723885
50,48.255318,0.039985,0.187823,0.010000,7155.336170,1.732315,0.723885
51,45.371467,0.038620,0.193994,0.010000,7155.336170,1.732315,0.723885
52,47.164674,0.038581,0.298397,0.010000,7155.336170,1.732315,0.723885
53,48.256315,0.039002,0.902970,0.010000,7155.336170,1.732315,0.723885
54,48.829603,0.048953,2.056690,0.010000,7155.336170,1.732315,0.723885
55,48.512779,0.051307,0.604120,0.010000,7155.336170,1.732315,0.723885
56,48.535073,0.048063,0.220225,0.010000,7155.336170,1.732315,0.723885
57,47.873553,0.041456,0.642210,0.010000,7155.336170,1.732315,0.723885
58,49.030130,0.036472,0.238174,0.010000,7155.336170,1.732315,0.723885
59,46.546818,0.036757,0.233397,0.010000,7155.336170,1.732315,0.723885
60,48.082066,0.035321,0.140163,0.010000,7155.336170,1.732315,0.723885
61,48.056540,0.033409,0.165106,0.010000,7155.336170,1.732315,0.723885
62,47.546095,0.032651,0.125818,0.010000,7155.336170,1.732315,0.723885
63,48.734848,0.029826,0.152316,0.010000,7155.336170,1.732315,0.723885
64,45.163421,0.028704,0.109980,0.010000,7155.336170,1.732315,0.723885
65,49.358207,0.029560,0.222045,0.010000,7155.336170,1.732315,0.723885
66,47.280969,0.029412,0.185194,0.010000,7155.336170,1.732315,0.723885
67,47.941227,0.028299,0.190978,0.010000,7155.336170,1.732315,0.723885
68,46.810030,0.026461,0.119956,0.010000,7155.336170,1.732315,0.723885
69,49.156193,0.026258,0.126007,0.010000,7155.336170,1.732315,0.723885
70,48.483806,0.026141,0.157581,0.010000,7155.336170,1.732315,0.723885
71,49.777060,0.025308,0.117717,0.010000,7155.336170,1.732315,0.723885
72,47.041575,0.024847,0.103357,0.010000,7155.336170,1.732315,0.723885
73,47.584221,0.023944,0.103715,0.010000,7155.336170,1.732315,0.723885
74,48.547452,0.023571,0.168905,0.010000,7155.336170,1.732315,0.723885
75,47.381184,0.023136,0.156140,0.010000,7155.336170,1.732315,0.723885
76,49.393049,0.023479,0.215242,0.010000,7155.336170,1.732315,0.723885
77,47.647617,0.022399,0.104845,0.010000,7155.336170,1.732315,0.723885
78,48.042540,0.022775,0.173055,0.010000,7155.336170,1.732315,0.723885
79,46.748969,0.021632,0.214371,0.010000,7155.336170,1.732315,0.723885
80,47.782277,0.021363,0.183016,0.010000,7155.336170,1.732315,0.723885
81,49.171858,0.020651,0.344183,0.010000,7155.336170,1.732315,0.723885
82,47.689467,0.020082,0.256271,0.010000,7155.336170,1.732315,0.723885
83,47.391720,0.019537,0.297049,0.010000,7155.336170,1.732315,0.723885
84,49.570981,0.019728,0.175567,0.010000,7155.336170,1.732315,0.723885
85,46.652973,0.019384,0.286138,0.010000,7155.336170,1.732315,0.723885
86,47.865140,0.019073,0.228559,0.010000,7155.336170,1.732315,0.723885
87,45.527626,0.020855,0.146986,0.010000,7155.336170,1.732315,0.723885
88,47.454653,0.019948,0.251662,0.010000,7155.336170,1.732315,0.723885
89,46.487169,0.018416,0.101814,0.010000,7155.336170,1.732315,0.723885
90,47.159737,0.018151,0.169518,0.010000,7155.336170,1.732315,0.723885
91,47.157818,0.017783,0.110127,0.010000,7155.336170,1.732315,0.723885
92,46.702651,0.017896,0.139361,0.010000,7155.336170,1.732315,0.723885
93,46.703069,0.019692,0.135218,0.010000,7155.336170,1.732315,0.723885
94,47.282725,0.018755,0.197860,0.010000,7155.336170,1.732315,0.723885
95,48.377308,0.022553,0.210843,0.010000,7155.336170,1.732315,0.723885
96,47.861257,0.023332,0.167967,0.010000,7155.336170,1.732315,0.723885
97,46.658992,0.020316,0.114487,0.010000,7155.336170,1.732315,0.723885
98,47.226913,0.018387,0.132942,0.010000,7155.336170,1.732315,0.723885
99,48.893361,0.018097,0.140501,0.010000,7155.336170,1.732315,0.723885
100,48.707960,0.016128,0.091693,0.005000,7155.336170,1.732315,0.723885
101,48.802679,0.015551,0.088654,0.005000,7155.336170,1.732315,0.723885
102,48.501856,0.014780,0.095534,0.005000,7155.336170,1.732315,0.723885
103,47.686288,0.014627,0.102271,0.005000,7155.336170,1.732315,0.723885
104,48.338670,0.014352,0.096838,0.005000,7155.336170,1.732315,0.723885
105,47.750669,0.014129,0.104278,0.005000,7155.336170,1.732315,0.723885
106,46.688983,0.013935,0.110553,0.005000,7155.336170,1.732315,0.723885
107,46.178044,0.013830,0.111281,0.005000,7155.336170,1.732315,0.723885
108,48.849210,0.013802,0.113996,0.005000,7155.336170,1.732315,0.723885
109,45.067713,0.013744,0.138936,0.005000,7155.336170,1.732315,0.723885
110,47.372871,0.013738,0.421803,0.005000,7155.336170,1.732315,0.723885
111,49.093459,0.013710,0.111586,0.005000,7155.336170,1.732315,0.723885
112,47.383893,0.013681,0.107424,0.005000,7155.336170,1.732315,0.723885
113,47.945852,0.013685,0.108724,0.005000,7155.336170,1.732315,0.723885
114,47.852392,0.013869,0.123005,0.005000,7155.336170,1.732315,0.723885
115,48.400754,0.014033,0.134831,0.005000,7155.336170,1.732315,0.723885
116,46.364253,0.014641,0.111871,0.005000,7155.336170,1.732315,0.723885
117,49.169418,0.014381,0.255248,0.005000,7155.336170,1.732315,0.723885
118,47.004674,0.013492,0.158806,0.005000,7155.336170,1.732315,0.723885
119,46.952607,0.012933,0.129186,0.005000,7155.336170,1.732315,0.723885
120,46.153867,0.012452,0.127265,0.002500,7155.336170,1.732315,0.723885
121,46.934903,0.012204,0.113583,0.002500,7155.336170,1.732315,0.723885
122,48.395156,0.011981,0.103911,0.002500,7155.336170,1.732315,0.723885
123,47.195019,0.012110,0.113142,0.002500,7155.336170,1.732315,0.723885
124,44.781214,0.012254,0.108519,0.002500,7155.336170,1.732315,0.723885
125,47.602785,0.012249,0.160082,0.002500,7155.336170,1.732315,0.723885
126,46.484938,0.012199,0.195897,0.002500,7155.336170,1.732315,0.723885
127,48.180288,0.012062,0.162408,0.002500,7155.336170,1.732315,0.723885
128,47.672772,0.011488,0.141284,0.002500,7155.336170,1.732315,0.723885
129,47.523440,0.011098,0.141305,0.002500,7155.336170,1.732315,0.723885
130,49.897962,0.011011,0.112155,0.002500,7155.336170,1.732315,0.723885
131,47.596073,0.011011,0.112173,0.002500,7155.336170,1.732315,0.723885
132,47.323939,0.010991,0.133032,0.002500,7155.336170,1.732315,0.723885
133,47.355559,0.010954,0.143381,0.002500,7155.336170,1.732315,0.723885
134,49.550809,0.010914,0.147595,0.002500,7155.336170,1.732315,0.723885
135,48.611835,0.010895,0.151850,0.002500,7155.336170,1.732315,0.723885
136,46.779592,0.010884,0.139292,0.002500,7155.336170,1.732315,0.723885
137,46.481819,0.010866,0.144657,0.002500,7155.336170,1.732315,0.723885
138,48.034587,0.010809,0.171463,0.002500,7155.336170,1.732315,0.723885
139,47.462785,0.010696,0.138296,0.002500,7155.336170,1.732315,0.723885
140,47.219688,0.010552,0.122141,0.002500,7155.336170,1.732315,0.723885
141,47.986266,0.010418,0.120618,0.002500,7155.336170,1.732315,0.723885
142,47.442125,0.010319,0.125670,0.002500,7155.336170,1.732315,0.723885
143,46.926524,0.010280,0.127250,0.002500,7155.336170,1.732315,0.723885
144,46.986740,0.010299,0.123454,0.002500,7155.336170,1.732315,0.723885
145,48.078882,0.010346,0.120881,0.002500,7155.336170,1.732315,0.723885
146,46.503175,0.010395,0.115643,0.002500,7155.336170,1.732315,0.723885
147,46.326484,0.010410,0.119019,0.002500,7155.336170,1.732315,0.723885
148,48.365779,0.010327,0.174206,0.002500,7155.336170,1.732315,0.723885
149,49.205578,0.010189,0.200705,0.002500,7155.336170,1.732315,0.723885
